imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt5040012,Nosferatu,2024,R,25 Dec 2024,132 min,"Fantasy, Horror, Mystery",Robert Eggers,"Robert Eggers, Henrik Galeen, Bram Stoker","Lily-Rose Depp, Nicholas Hoult, Bill Skarsgård","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","English, Romanian, Romany, Russian, Latin, German",United States,Nominated for 4 Oscars. 61 wins & 195 nominations total,https://m.media-amazon.com/images/M/MV5BY2FhZGE3NmEtNWJjOC00NDI1LWFhMTQtMjcxNmQzZmEwNGIzXkEyXkFqcGc@._V1_SX300.jpg,7.1/10,78,7.1,"252,917",tt5040012,movie,N/A,"$95,608,235",N/A,N/A,True,2026-02-23T00:10:50.447247,extra_data/posters/tt5040012.jpg,85%,78/100
tt0120789,Pleasantville,1998,PG-13,23 Oct 1998,124 min,"Comedy, Drama, Fantasy",Gary Ross,Gary Ross,"Tobey Maguire, Jeff Daniels, Joan Allen","David Wagner is a kid whose mind is stuck in the 1950s. He's addicted to a classic 50's sitcom television show called ""Pleasantville"". Pleasantville is a simple place, a place where all of its citizens are swell and simple-minded folks, a place where the word ""violence"", and life outside of Pleasantville, is unbeknownst to its inhabitants; things are perfect down in Pleasantville. One evening, the life of David and his obnoxious sister Jennifer take a bizarre turn when an eccentric repairman hand them a supposed magical remote. After a quarrel between the siblings, they inexplicably zap themselves into the world of ""Pleasantville"". Now, David and Jennifer must adjust to a 50s lifestyle of repressed desires and considerably different societal values while trying to find their way home.",English,United States,Nominated for 3 Oscars. 18 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BYmM4ZThmNzAtYzRmNi00ZjZmLThhYjAtYjU2YTcwMmY3MzRmXkEyXkFqcGc@._V1_SX300.jpg,7.5/10,71,7.5,"142,658",tt0120789,movie,N/A,"$40,584,421",N/A,N/A,True,2026-02-23T00:10:51.754429,extra_data/posters/tt0120789.jpg,85%,71/100
tt0120632,City of Angels,1998,PG-13,10 Apr 1998,114 min,"Drama, Fantasy, Romance",Brad Silberling,"Wim Wenders, Peter Handke, Richard Reitinger","Nicolas Cage, Meg Ryan, Andre Braugher","Seth is an angel who accompanies the spirits of the recently dead to the ever after. Seth has never been human and so has never experienced touch or taste. When in the hospital however he comes across Dr. Maggie Rice, a brilliant young heart surgeon who is devoted to her profession and her patients. Seth has the power to let himself be seen but Maggie finds him far too mysterious. Seth also meets a patient, Nathaniel Messinger, who has news for him - he too was once an angel like Seth but chose to fall to Earth and become human. Seth makes a decision on his future, which does not turn out as he had expected.",English,"United States, Germany",10 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BODYwMzM3ODEtZWZjOS00NWZhLWE2MWUtMDFlMWNiNGEwOWNlXkEyXkFqcGc@._V1_SX300.jpg,6.7/10,54,6.7,"132,626",tt0120632,movie,N/A,"$78,685,114",N/A,N/A,True,2026-02-23T00:10:52.928734,extra_data/posters/tt0120632.jpg,,54/100
tt0096794,Always,1989,PG,22 Dec 1989,122 min,"Drama, Fantasy, Romance",Steven Spielberg,"Jerry Belson, Dalton Trumbo, Frederick Hazlitt Brennan","Richard Dreyfuss, Holly Hunter, Brad Johnson","Pete Sandich and buddy Al Yackey are daredevil aerial forest-fire fighters. Pete finds True Love with Dorinda but won't give up the job. When he takes one risk too many, Dorinda faces deep grief and cannot easily put her life back together.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BNGFhY2JkYWUtZjk0ZS00NGQxLTk1MjQtZDkxMGNkODAwNzRjXkEyXkFqcGc@._V1_SX300.jpg,6.4/10,50,6.4,"34,650",tt0096794,movie,N/A,"$43,858,790",N/A,N/A,True,2026-02-23T00:10:54.293100,extra_data/posters/tt0096794.jpg,70%,50/100
tt0325703,Lara Croft: Tomb Raider - The Cradle of Life,2003,PG-13,25 Jul 2003,117 min,"Action, Adventure, Fantasy",Jan de Bont,"Dean Georgaris, Steven E. de Souza, James V. Hart","Angelina Jolie, Gerard Butler, Chris Barrie","Off the coast of the volcanic island of Santorini, the intrepid archaeologist, Lara Croft, makes the unexpected discovery of a throbbing golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artefact contains ancient mysteries of unfathomable power, Lara needs to make sure it doesn't fall into the wrong hands, especially the unscrupulous former Nobel Prize winner and now a bio-weapons dealer, Jonathan Reiss. With the aid of the former agent, Terry Sheridan, the fearless adventurer travels the world in pursuit of the precious item; however, can she retrieve it in time to save the day?","English, Mandarin, Swahili, Greek, Russian","United Kingdom, Germany, Japan, Hong Kong, United States",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjM4NzNiNDktOTlhMi00MjVkLTg0NGYtZTQ4MmVmMDNiY2ZlXkEyXkFqcGc@._V1_SX300.jpg,5.5/10,43,5.5,"151,121",tt0325703,movie,N/A,"$65,660,196",N/A,N/A,True,2026-02-23T00:10:55.474622,extra_data/posters/tt0325703.jpg,24%,43/100
tt0397078,Just My Luck,2006,PG-13,12 May 2006,103 min,"Comedy, Fantasy, Romance",Donald Petrie,"I. Marlene King, Amy Harris, Jonathan Bernstein","Lindsay Lohan, Chris Pine, Samaire Armstrong","In Manhattan, Ashley Albright is a lucky woman and very successful in the agency where she works. The clumsy Jake Hardin is an unlucky aspirant manager of the rock band McFly, who is unsuccessfully trying to contact the entrepreneur Damon Phillips to promote his band. When Ashley meets Jake in a masquerade party, they kiss each other, swapping her fortune with his bad luck.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MjdlOGItYjAyNy00OTliLTgyNjItY2FjNmIxYTE0YTNjXkEyXkFqcGc@._V1_SX300.jpg,5.5/10,29,5.5,"65,111",tt0397078,movie,N/A,"$17,326,650",N/A,N/A,True,2026-02-23T00:10:56.742490,extra_data/posters/tt0397078.jpg,14%,29/100
tt0420223,Stranger Than Fiction,2006,PG-13,10 Nov 2006,113 min,"Comedy, Drama, Fantasy",Marc Forster,Zach Helm,"Will Ferrell, Emma Thompson, Dustin Hoffman","Everybody knows that your life is a story. But what if a story was your life? Harold Crick (Will Ferrell) is your average I.R.S. Agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside of his head narrating his life. The narrator it is extraordinarily accurate, and Harold recognizes the voice as an esteemed author he saw on television. But when the narration reveals that he is going to die, Harold must find the author of the story, and ultimately his life, to convince her to change the ending of the story before it is too late.",English,"United States, United Kingdom",3 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNzFmZjZhOTktYWIxZS00YzM1LWEzNmQtMDM2YjlhYmI2MDVlXkEyXkFqcGc@._V1_SX300.jpg,7.5/10,67,7.5,"243,394",tt0420223,movie,N/A,"$40,660,952",N/A,N/A,True,2026-02-23T00:10:57.942505,extra_data/posters/tt0420223.jpg,73%,67/100
tt2388771,Mowgli: Legend of the Jungle,2018,PG-13,07 Dec 2018,104 min,"Adventure, Drama, Fantasy",Andy Serkis,"Callie Kloves, Rudyard Kipling","Christian Bale, Cate Blanchett, Benedict Cumberbatch","The story follows the upbringing of the human child Mowgli raised by a pack of wolves in the jungles of India. As he learns the often harsh rules of the jungle, under the tutelage of a bear named Baloo and a black panther named Bagheera, Mowgli becomes accepted by the animals of the jungle as one of their own, except for one; the fearsome tiger Shere Khan. But there may be greater dangers lurking in the jungle, as Mowgli comes face to face with his human origins.","English, Hindi","United Kingdom, United States",7 nominations total,https://m.media-amazon.com/images/M/MV5BMjMzODc2NzU5MV5BMl5BanBnXkFtZTgwNTMwMTE3NjM@._V1_SX300.jpg,6.5/10,51,6.5,"67,737",tt2388771,movie,N/A,N/A,N/A,N/A,True,2026-02-23T00:10:59.201841,extra_data/posters/tt2388771.jpg,52%,51/100
tt0116669,Jack,1996,PG-13,09 Aug 1996,113 min,"Comedy, Drama, Fantasy",Francis Ford Coppola,"James DeMonaco, Gary Nadeau","Robin Williams, Diane Lane, Brian Kerwin","Jack Powell was born with a unique disorder that causes him to age four times faster than people usually age, so when he's 10 years old he looks 40. This causes problems when he starts public school and tries to make friends with his classmates.","English, Spanish",United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BZjk5OGJmODYtNjA3ZS00MjA5LWEyZmQtMDdiYTc5ZDM5NTk2XkEyXkFqcGc@._V1_SX300.jpg,5.8/10,31,5.8,"66,513",tt0116669,movie,N/A,"$58,620,973",N/A,N/A,True,2026-02-23T00:11:00.543894,extra_data/posters/tt0116669.jpg,17%,31/100
tt1862079,Safety Not Guaranteed,2012,R,15 Jun 2012,86 min,"Adventure, Comedy, Drama",Colin Trevorrow,Derek Connolly,"Aubrey Plaza, Mark Duplass, Jake Johnson","Darius is a young intern at a Seattle-based magazine and jumps at the chance to investigate the author of a classified ad seeking someone to travel back in time with. Along with Jeff, the staff writer, and Arnau, a fellow intern, the three go on a road trip to a coastal town. While Jeff just wants to chase after his high school crush and Arnau wants some kind of life experience, Darius spends her time with Kenneth, a man who believes that he has built a time machine. The closer they become and the more they understand about each other, the less clear it becomes if Kenneth is just crazy or if he actually is going to successfully travel back in time.",English,United States,8 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BZDAzYTlhZjktNmFkNi00YzZjLWI4NmMtYWI1MWJiYzYwNTlkXkEyXkFqcGc@._V1_SX300.jpg,6.9/10,72,6.9,"134,277",tt1862079,movie,N/A,"$4,010,957",N/A,N/A,True,2026-02-23T00:11:01.787842,extra_data/posters/tt1862079.jpg,91%,72/100
tt3717252,Underworld: Blood Wars,2016,R,06 Jan 2017,91 min,"Action, Crime, Drama",Anna Foerster,"Cory Goodman, Kyle Ward, Kevin Grevioux","Kate Beckinsale, Theo James, Tobias Menzies","The next installment in the blockbuster franchise, UNDERWORLD: BLOOD WARS follows Vampire death dealer, Selene (Kate Beckinsale) as she fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David (Theo James) and his father Thomas (Charles Dance), she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.","English, Saami","United States, Czech Republic, Netherlands, Sweden, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMjI5Njk0NTIyNV5BMl5BanBnXkFtZTgwNjU4MjY5MDI@._V1_SX300.jpg,5.8/10,23,5.8,"85,295",tt3717252,movie,N/A,"$30,353,973",N/A,N/A,True,2026-02-23T00:11:03.050716,extra_data/posters/tt3717252.jpg,21%,23/100
tt0425123,Just Like Heaven,2005,PG-13,16 Sep 2005,95 min,"Comedy, Drama, Fantasy",Mark Waters,"Peter Tolan, Leslie Dixon, Marc Lévy","Reese Witherspoon, Mark Ruffalo, Donal Logue","Elizabeth Masterson, a dedicated doctor in San Francisco, had almost no time for anything. When she gets into a tragic car crash and goes into a coma, a landscape architect moves into Elizabeth's apartment for rent - where he meets her amnesiac ethereal form.","English, Spanish, Mandarin",United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYjQ5MDc1OWEtOTAzZS00OWE1LWE5MmMtMGRlMDExZTRhZTQyXkEyXkFqcGc@._V1_SX300.jpg,6.7/10,47,6.7,"125,202",tt0425123,movie,N/A,"$48,318,130",N/A,N/A,True,2026-02-23T00:11:04.251386,extra_data/posters/tt0425123.jpg,54%,47/100
tt0101765,The Double Life of Véronique,1991,R,22 Nov 1991,98 min,"Drama, Fantasy, Music",Krzysztof Kieslowski,"Krzysztof Kieslowski, Krzysztof Piesiewicz","Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska","Véronique is a beautiful young French woman who aspires to be a renowned singer. Weronika lives in Poland, has a similar career goal, and looks identical to Véronique, though the two are not related. Both women contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with a puppeteer who may be able to help her with her existential issues. Véronique and Weronika are unaware of each other's existence, yet they sense a spectral companion and an inexplicable, profound bond.","French, Polish, Italian","France, Poland, Norway",10 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZjE1MjAxMjgtMTRjMC00YTFjLThhMzgtNzdlODZiZjA0MWMxXkEyXkFqcGc@._V1_SX300.jpg,7.6/10,86,7.6,"56,355",tt0101765,movie,N/A,"$1,999,955",N/A,N/A,True,2026-02-23T00:11:05.515081,extra_data/posters/tt0101765.jpg,86%,86/100
tt0218967,The Family Man,2000,PG-13,22 Dec 2000,125 min,"Comedy, Drama, Fantasy",Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle","A modern-day Frank Capra story. Jack Campbell, a successful and talented businessman, is happily living his single life. He has everything, or so he thinks. One day he wakes up in a new life where he didn't leave his college girlfriend for a London trip. He's married to Kate, lives in Jersey and has two kids. He, of course, desperately wants his life back for which he has worked 13 years for. He's president of P. K. Lassiter Investment House and not a tire salesman at Big Ed's. He drives a Ferrari and not a mini-van that never starts. And most importantly he doesn't wake up in the morning with kids jumping on the bed. After a bad start, day by day he's more confident in his new life and starts to see what he's been missing. Turns out money's good to have but that's not everything.","English, Italian",United States,4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BN2I4ODE3YzQtMzZhMy00YjhlLWE1MmMtYTA0MjkxNTJmMTZlXkEyXkFqcGc@._V1_SX300.jpg,6.8/10,42,6.8,"129,086",tt0218967,movie,N/A,"$75,793,305",N/A,N/A,True,2026-02-23T00:11:06.870749,extra_data/posters/tt0218967.jpg,54%,42/100
tt0243017,Waking Life,2001,R,07 Mar 2002,99 min,"Animation, Drama, Fantasy",Richard Linklater,Richard Linklater,"Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater","Dreams. What are they? An escape from reality or reality itself? Waking Life follows the dream(s) of one man and his attempt to find and discern the absolute difference between waking life and the dreamworld. While trying to figure out a way to wake up, he runs into many people on his way; some of which offer one sentence asides on life, others delving deeply into existential questions and life's mysteries. We become the main character. It becomes our dream and our questions being asked and answered. Can we control our dreams? What are they telling us about life? About death? About ourselves and where we come from and where we are going? The film does not answer all these for us. Instead, it inspires us to ask the questions and find the answers ourselves.",English,United States,5 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMjlhZDI0MjYtNjcyYi00YzI1LThiNjktN2Y4ZDNkY2NhNmYzXkEyXkFqcGc@._V1_SX300.jpg,7.7/10,85,7.7,"68,097",tt0243017,movie,N/A,"$2,901,447",N/A,N/A,True,2026-02-23T00:11:08.059324,extra_data/posters/tt0243017.jpg,81%,85/100
tt1611224,Abraham Lincoln: Vampire Hunter,2012,R,22 Jun 2012,105 min,"Action, Fantasy, Horror",Timur Bekmambetov,Seth Grahame-Smith,"Benjamin Walker, Rufus Sewell, Dominic Cooper","At the age of 9, Abraham Lincoln witnesses his mother being killed by a vampire, Jack Barts. Some 10 years later, he unsuccessfully tries to eliminate Barts but in the process makes the acquaintance of Henry Sturgess who teaches him how to fight and what is required to kill a vampire. The quid pro quo is that Abe will kill only those vampires that Henry directs him to. Abe relocates to Springfield where he gets a job as a store clerk while he studies the law and kills vampires by night. He also meets and eventually marries the pretty Mary Todd. Many years later as President of the United States, he comes to realize that vampires are fighting with the Confederate forces. As a result he mounts his own campaign to defeat them.",English,"United States, Russia",1 nomination total,https://m.media-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,5.9/10,42,5.9,"167,329",tt1611224,movie,N/A,"$37,519,139",N/A,N/A,True,2026-02-23T00:11:09.321869,extra_data/posters/tt1611224.jpg,34%,42/100
tt0112817,Dead Man,1995,R,10 May 1996,121 min,"Adventure, Drama, Western",Jim Jarmusch,Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover","In the late-1800s, the meek accountant from Cleveland, William Blake, spends the last of his already meagre savings to get to the frontier community of Machine where a job awaits him. Eager to make a fresh start, Blake arrives at his destination, only to discover that the position no longer exists. Gravely wounded and on the run from a relentless trio of bounty hunters after a deadly shoot-out, William flees the inhospitable industrial town and has a chance encounter with the enigmatic Native American spirit-guide named ""Nobody"", who believes Blake is the reincarnation of the visionary English poet, William Blake. Now, before the endless American wilderness, the two companions embark on a peril-laden odyssey of mysticism, transformation, and spirituality, until William crosses over into the spirit world. What lies on the other side?","English, Cree","Germany, Japan, United States",6 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BZjdjN2Q4MzctOWZjMS00ZjZkLTg5OWQtM2NjMTliYmE3MTY1XkEyXkFqcGc@._V1_SX300.jpg,7.5/10,62,7.5,"107,689",tt0112817,movie,N/A,"$1,037,847",N/A,N/A,True,2026-02-23T00:11:10.587108,extra_data/posters/tt0112817.jpg,69%,62/100
tt0278488,How High,2001,R,21 Dec 2001,93 min,"Comedy, Fantasy",Jesse Dylan,Dustin Lee Abraham,"Method Man, Redman, Obba Babatundé","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam. This eventually lands them in Harvard, where they're surrounded by the world of Ivy Leaguers. Although their new lifestyle is much different from back home, they kept on having fun until their supernatural smoke runs out. Now, they are on their own and they have to rely on each other to survive.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzFkMDNkMzItZTM4YS00MjAxLWI1OWItMjJjMDI3NTMwNWYwXkEyXkFqcGc@._V1_SX300.jpg,6.2/10,29,6.2,"64,727",tt0278488,movie,N/A,"$31,178,740",N/A,N/A,True,2026-02-23T00:11:11.774817,extra_data/posters/tt0278488.jpg,25%,29/100
tt1058017,The Invention of Lying,2009,PG-13,02 Oct 2009,100 min,"Comedy, Fantasy, Romance","Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill","It's a world where everyone tells the truth - and just about anything they're thinking. Mark Bellison is a screenwriter, about to be fired. He's short and chunky with a flat nose - a genetic setup that means he won't get to first base with Anna, the woman he loves. At a bank, on the spur of the moment he blurts out a fib, with eye-popping results. Then, when his mother's on her deathbed, frightened of the eternal void awaiting her, Mark invents fiction. The hospital staff overhear his description of Heaven, believe every word, and tell others. Soon Mark is a prophet, his first inventive screenplay makes him rich, and he's basically a good guy. But will that be enough for Anna?",English,"United States, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg,6.4/10,58,6.4,"155,052",tt1058017,movie,N/A,"$18,451,251",N/A,N/A,True,2026-02-23T00:11:13.038035,extra_data/posters/tt1058017.jpg,56%,58/100
tt0089457,Ladyhawke,1985,PG-13,12 Apr 1985,121 min,"Adventure, Comedy, Drama",Richard Donner,"Edward Khmara, Michael Thomas, Tom Mankiewicz","Matthew Broderick, Rutger Hauer, Michelle Pfeiffer","Philippe Gaston (Matthew Broderick), a thief, escapes from the dungeon at Aquila, sparking a manhunt. He is nearly captured when Captain Etienne Navarre (Rutger Hauer) befriends him. Navarre has been hunted by the Bishop's men for two years, ever since he escaped with the Lady Isabeau (Michelle Pfeiffer), after whom the Bishop (John Wood) has lusted. Navarre and Isabeau have a curse that the Bishop has placed on them that causes Navarre to be a wolf during the night and Isabeau to be a hawk during the day. Navarre insists that Philippe help him re-enter the city to help him kill the heavily guarded Bishop.",English,"United States, Italy, United Kingdom",Nominated for 2 Oscars. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNjUzOWI1NGQtZWUyMi00Mjg3LWI3MGMtMDFhYzA5ZGRmZmIzXkEyXkFqcGc@._V1_SX300.jpg,6.9/10,64,6.9,"53,487",tt0089457,movie,N/A,"$18,432,000",N/A,N/A,True,2026-02-23T00:11:14.329209,extra_data/posters/tt0089457.jpg,68%,64/100
tt0081777,Xanadu,1980,PG,08 Aug 1980,96 min,"Fantasy, Musical, Romance",Robert Greenwald,"Richard Christian Danus, Marc Reid Rubel","Olivia Newton-John, Gene Kelly, Michael Beck","In Los Angeles, artist Sonny Malone reluctantly returns to his job at Airflow Records--doing poster-sized exact-as-possible renderings of album covers for on-site promotions--as he could not make a living as a freelance artist, where he could truly use his artistic vision. On his first day back at Airflow, he gets sidetracked by thoughts of a young woman who literally rollerskates into him. He's unaware that their initial encounter and subsequent encounters are not accident: she is Kira, a muse who was awakened by his lamentations about his art and sent to help him achieve his artistic vision. Later that day he meets aging Danny McGuire, a former big-band musician turned construction-company owner who wants to return to his roots by owning a live music venue. This meeting too is no accident; Sonny soon discovers that Kira was part of Danny's past. Sonny and Danny achieving their dreams is threatened by Kira knowingly breaking the rules.",English,United States,1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BODZkYjUyZmYtNDdmNC00NzNkLTkwYzAtNjRmYzI0MzVhZGI2XkEyXkFqcGc@._V1_SX300.jpg,5.3/10,31,5.3,"16,562",tt0081777,movie,N/A,"$22,762,571",N/A,N/A,True,2026-02-23T00:11:15.616557,extra_data/posters/tt0081777.jpg,33%,31/100
tt0099700,Gremlins 2: The New Batch,1990,PG-13,15 Jun 1990,106 min,"Comedy, Fantasy, Horror",Joe Dante,"Charles S. Haas, Chris Columbus","Zach Galligan, Phoebe Cates, Howie Mandel","Having moved to New York City after the Kingston Falls complete pandemonium in Gremlins (1984), the young couple of Billy and Kate now works for the money-grubbing tech-mogul, Daniel Clamp, in his colossal Clamp Tower high-rise. But, before long, Gizmo, the orphaned Mogwai, falls prey to the evil scientist, Doctor Catheter, and once more, a splash of water spawns hordes of the mischievous Gremlins that immediately start doing what they do best: wreaking havoc. Is there an escape from the onslaught of the new batch?",English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BZWI2ZTI2ZjAtOWYyZS00ZmY2LWE4ZDYtNTdmNWMwZTFjNzZhXkEyXkFqcGc@._V1_SX300.jpg,6.5/10,69,6.5,"119,525",tt0099700,movie,N/A,"$41,482,207",N/A,N/A,True,2026-02-23T00:11:16.845396,extra_data/posters/tt0099700.jpg,72%,69/100
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987,R,27 Feb 1987,96 min,"Fantasy, Horror",Chuck Russell,"Wes Craven, Bruce Wagner, Frank Darabont","Heather Langenkamp, Craig Wasson, Patricia Arquette","Picking up where the original Nightmare left off, Nancy has grown up and become a psychiatrist specializing in dream therapy. She meets a group of children at a local hospital facing Freddy Krueger, the same demon she once encountered in her sleep. One of them is Kristen, who has the power to draw other people into her dreams. Working with a male doctor assigned to the case, Nancy helps the kids realize their special abilities within the nightmare world. When Freddy captures one of her charges, she leads a rescue attempt into Krueger's domain, in hopes of putting his spirit to rest once and for all.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYWMwMmQxZjUtNDFkYi00MjU3LThhNmYtMmU4YzgyMmYwZWZlXkEyXkFqcGc@._V1_SX300.jpg,6.7/10,49,6.7,"98,296",tt0093629,movie,N/A,"$44,793,222",N/A,N/A,True,2026-02-23T00:11:18.330423,extra_data/posters/tt0093629.jpg,68%,49/100
tt0117331,The Phantom,1996,PG,07 Jun 1996,100 min,"Action, Adventure, Comedy",Simon Wincer,"Lee Falk, Jeffrey Boam","Billy Zane, Kristy Swanson, Treat Williams","Four hundred years ago, a young boy witnessed his father's death during an attack on their ship by the bloodthirsty Sengh Brotherhood. He was washed ashore on Bengalla Island where he swore to devote his life to bring down piracy, greed, cruelty and injustice. He became The Phantom, a masked avenger whose role was passed down from father to son, leading people to believe in an immortal figure called ""The Ghost Who Walks"". The 21st successor to the role of Bengalla's resident superhero must travel to New York City to prevent a power-hungry businessman from obtaining three magic skulls that would give him the secret to ultimate power.",English,"Australia, United States",3 wins total,https://m.media-amazon.com/images/M/MV5BNmM1MWM0OTYtNjA4MC00ZDNmLTllYWItYzcxMjNmMDgwM2FjXkEyXkFqcGc@._V1_SX300.jpg,5.1/10,53,5.1,"36,475",tt0117331,movie,N/A,"$17,323,326",N/A,N/A,True,2026-02-23T00:11:19.604059,extra_data/posters/tt0117331.jpg,43%,53/100
tt1438254,Charlie St. Cloud,2010,PG-13,30 Jul 2010,99 min,"Drama, Fantasy, Romance",Burr Steers,"Craig Pearce, Lewis Colick, Ben Sherwood","Zac Efron, Kim Basinger, Charlie Tahan","Fatherless golden high school boy Charlie St. Cloud had a golden future, handsome, popular and admitted to Stanford on a scholarship, even recruited for a prestigious yacht sailing team. But shortly after graduating, Charlie feels existentially guilty about the death of his doting, beloved kid brother Sam whom he was driving to a playmate when a crashing car killed the junior. Charlie pledges to continue the baseball practice he promised to continue until entering Stanford, which he now ditches fro a menial job as graveyard keeper, while their mother shamelessly moved out of state, and tends to the grave of his Vietnam-killed former school buddy Sully, the second ghost who binds his sole to their beach home town. He's finally tempted to start living his own life again when he meets a female sailor his age about to embark on a transatlantic voyage and spends a ho night, but still can't 'leave Sam'. Only when he hears the authorities give up searching for her, having gone missing at sea during a storm, he misses a 'practice' at the beach when the morning canon is fired to sail hoping to save her life.",English,"Canada, United States",4 nominations total,https://m.media-amazon.com/images/M/MV5BMWQ3ZDMzMWItNjE0OC00NTRhLThlOTAtMTExZmExNGYwY2E5XkEyXkFqcGc@._V1_SX300.jpg,6.4/10,37,6.4,"65,970",tt1438254,movie,N/A,"$31,162,545",N/A,N/A,True,2026-02-23T00:11:20.873343,extra_data/posters/tt1438254.jpg,27%,37/100
tt0094332,The Witches of Eastwick,1987,R,12 Jun 1987,118 min,"Comedy, Fantasy, Horror",George Miller,"John Updike, Michael Cristofer","Jack Nicholson, Cher, Susan Sarandon","All three previously married but now single, best friends sculptress Alex Medford, cellist Jane Spofford and writer Sukie Ridgemont are feeling emotionally and sexually repressed, in large part due to the traditional mores overriding their small New England coastal town of Eastwick. After their latest conversation lamenting about the lack of suitable men in Eastwick and describing the qualities they are looking for in a man, mysterious Daryl Van Horne and his equally mysterious butler Fidel arrive in town. Despite being vulgar, crude, brazen and not particularly handsome, Daryl manages to be able to tap into the innermost emotions of the three friends, and as such manages to seduce each. In turn, the three women blossom emotionally and sexually. After an incident involving one of the town's leading citizens, the ultra conservative Felicia Alden, the three women begin to understand how and why Daryl is able to mesmerize them so fully. The three decide to experiment with some powers learned indirectly from Daryl so that they can hopefully regain control of their own lives.",English,"United States, Australia",Nominated for 2 Oscars. 5 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNzg1OTUzZDktODc3My00NjZlLTgxMTYtOGVhMTQ2ZWRjNzQ4XkEyXkFqcGc@._V1_SX300.jpg,6.6/10,67,6.6,"82,012",tt0094332,movie,N/A,"$63,766,510",N/A,N/A,True,2026-02-23T00:11:22.171618,extra_data/posters/tt0094332.jpg,67%,67/100
tt0104652,Porco Rosso,1992,PG,16 Dec 1994,94 min,"Animation, Adventure, Comedy",Hayao Miyazaki,Hayao Miyazaki,"Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura VI","In Early 1930's era Italy air pirates, bounty hunters and high fliers of all sorts rule the skies. The most cunning and skilled of these pilots is Porco Rosso. A former Ace, he now makes a living flying contract jobs, such as rescuing those kidnapped by air pirates. Donald Curtis, Porco's rival in the air and in catching the affections of women, provides a constant challenge to the hero, culminating in a hilarious, action packed finale.",Japanese,Japan,4 wins total,https://m.media-amazon.com/images/M/MV5BOGNjMDM1NWEtMzI4OC00YzdlLWJmMjktNmJiYTlkNTNlODM0XkEyXkFqcGc@._V1_SX300.jpg,7.7/10,83,7.7,"115,042",tt0104652,movie,N/A,"$443,059",N/A,N/A,True,2026-02-23T00:11:23.481462,extra_data/posters/tt0104652.jpg,96%,83/100
